Time,LED,Speaker,Control,Energy,Theta,dTheta,Phi,dPhi
2.875,0,0,0.5,-1.1712,-3.4482,7.8793,-7.4929,-11.1721
2.87929,0,1,0.5,-1.1712,-3.4482,7.8793,-7.4929,-11.1721
2.88,0,1,0.5,-1.1723,-3.4404,7.8856,-7.5041,-11.079
2.885,0,1,0.5,-1.1731,-3.4325,7.8932,-7.5152,-10.9859
2.88651,0,0,0.5,-1.1731,-3.4325,7.8932,-7.5152,-10.9859
2.89,0,0,0.5,-1.1736,-3.4246,7.902,-7.5262,-10.8926
2.89372,0,1,0.5,-1.1736,-3.4246,7.902,-7.5262,-10.8926
2.895,0,1,0.5,-1.1738,-3.4167,7.9121,-7.5371,-10.7993
2.9,0,1,0.5,-1.1737,-3.4088,7.9233,-7.5479,-10.7058
2.90094,0,0,0.5,-1.1737,-3.4088,7.9233,-7.5479,-10.7058
2.905,0,0,0.5,-1.1732,-3.4008,7.9358,-7.5586,-10.6123
2.90858,0,1,0.5,-1.1732,-3.4008,7.9358,-7.5586,-10.6123
2.91,0,1,0.5,-1.1725,-3.3929,7.9493,-7.5692,-10.5187
2.915,0,1,0.5,-1.1715,-3.385,7.964,-7.5797,-10.4251
2.91622,0,0,0.5,-1.1715,-3.385,7.964,-7.5797,-10.4251
2.92,0,0,0.5,-1.1702,-3.377,7.9798,-7.5901,-10.3313
2.92387,0,1,0.5,-1.1702,-3.377,7.9798,-7.5901,-10.3313
2.925,0,1,0.5,-1.1687,-3.369,7.9967,-7.6005,-10.2375
2.93,0,1,0.5,-1.1668,-3.361,8.0146,-7.6107,-10.1436
2.93151,0,0,0.5,-1.1668,-3.361,8.0146,-7.6107,-10.1436
2.935,0,0,0.5,-1.1647,-3.353,8.0336,-7.6208,-10.0496
2.93916,0,1,0.5,-1.1647,-3.353,8.0336,-7.6208,-10.0496
2.94,0,1,0.5,-1.1623,-3.345,8.0535,-7.6309,-9.9555
2.945,0,1,0.5,-1.1597,-3.3369,8.0744,-7.6408,-9.8614
2.9468,0,0,0.5,-1.1597,-3.3369,8.0744,-7.6408,-9.8614
2.95,0,0,0.5,-1.1568,-3.3288,8.0962,-7.6507,-9.7672
2.95445,0,1,0.5,-1.1568,-3.3288,8.0962,-7.6507,-9.7672
2.955,0,1,0.5,-1.1536,-3.3207,8.119,-7.6605,-9.6729
2.96,0,1,0.5,-1.1502,-3.3126,8.1426,-7.6701,-9.5785
2.96209,0,0,0.5,-1.1502,-3.3126,8.1426,-7.6701,-9.5785
2.965,0,0,0.5,-1.1465,-3.3045,8.167,-7.6797,-9.4841
2.96973,0,1,0.5,-1.1465,-3.3045,8.167,-7.6797,-9.4841
2.97,0,1,0.5,-1.1426,-3.2963,8.1923,-7.6892,-9.3896
2.975,0,1,0.5,-1.1384,-3.2881,8.2184,-7.6986,-9.295
2.97738,0,0,0.5,-1.1384,-3.2881,8.2184,-7.6986,-9.295
2.98,0,0,0.5,-1.134,-3.2799,8.2453,-7.7079,-9.2004
2.985,0,0,0.5,-1.1294,-3.2717,8.2729,-7.7171,-9.1057
2.98502,0,1,0.5,-1.1294,-3.2717,8.2729,-7.7171,-9.1057
2.99,0,1,0.5,-1.1245,-3.2634,8.3012,-7.7262,-9.011
2.99267,0,0,0.5,-1.1245,-3.2634,8.3012,-7.7262,-9.011
2.995,0,0,0.5,-1.1194,-3.2551,8.3302,-7.7352,-8.9161
3,0,0,0.5,-1.1141,-3.2468,8.3598,-7.7441,-8.8213
3.00031,0,1,0.5,-1.1141,-3.2468,8.3598,-7.7441,-8.8213
3.005,0,1,0.5,-1.1085,-3.2384,8.3901,-7.7529,-8.7263
3.00795,0,0,0.5,-1.1085,-3.2384,8.3901,-7.7529,-8.7263
3.01,0,0,0.5,-1.1028,-3.23,8.4209,-7.7617,-8.6313
3.015,0,0,0.5,-1.0968,-3.2216,8.4524,-7.7703,-8.5363
3.0156,0,1,0.5,-1.0968,-3.2216,8.4524,-7.7703,-8.5363
3.02,0,1,0.5,-1.0906,-3.2131,8.4843,-7.7788,-8.4411
3.02324,0,0,0.5,-1.0906,-3.2131,8.4843,-7.7788,-8.4411
3.025,0,0,0.5,-1.0842,-3.2046,8.5168,-7.7873,-8.3459
3.03,0,0,0.5,-1.0776,-3.1961,8.5498,-7.7956,-8.2507
3.03089,0,1,0.5,-1.0776,-3.1961,8.5498,-7.7956,-8.2507
3.035,0,1,0.5,-1.0709,-3.1876,8.5832,-7.8039,-8.1554
3.03853,0,0,0.5,-1.0709,-3.1876,8.5832,-7.8039,-8.1554
3.04,0,0,0.5,-1.0639,-3.179,8.617,-7.812,-8.0601
3.045,0,0,0.5,-1.0567,-3.1704,8.6513,-7.8201,-7.9647
3.04617,0,1,0.5,-1.0567,-3.1704,8.6513,-7.8201,-7.9647
3.05,0,1,0.5,-1.0494,-3.1617,8.6859,-7.8281,-7.8692
3.05382,0,0,0.5,-1.0494,-3.1617,8.6859,-7.8281,-7.8692
3.055,0,0,0.5,-1.0419,-3.153,8.7208,-7.8359,-7.7737
3.06,0,0,0.5,-1.0342,-3.1443,8.7561,-7.8437,-7.6781
3.06146,0,1,0.5,-1.0342,-3.1443,8.7561,-7.8437,-7.6781
3.065,0,1,0.5,-1.0263,-3.1356,8.7916,-7.8514,-7.5825
3.06911,0,0,0.5,-1.0263,-3.1356,8.7916,-7.8514,-7.5825
3.07,0,0,0.5,-1.0182,-3.1268,8.8274,-7.859,-7.4869
3.075,0,0,0.5,-1.0101,-3.1179,8.8634,-7.8664,-7.3912
3.07675,0,1,0.5,-1.0101,-3.1179,8.8634,-7.8664,-7.3912
3.08,0,1,0.5,-1.0017,-3.1091,8.8996,-7.8738,-7.2954
3.08439,0,0,0.5,-1.0017,-3.1091,8.8996,-7.8738,-7.2954
3.085,0,0,0.4966,-0.9932,-3.1002,8.936,-7.8811,-7.1996
3.09,0,0,0.4923,-0.9846,-3.0912,8.9723,-7.8883,-7.1045
3.09204,0,1,0.4923,-0.9846,-3.0912,8.9723,-7.8883,-7.1045
3.095,0,1,0.488,-0.9759,-3.0823,9.0084,-7.8954,-7.0101
3.09968,0,0,0.488,-0.9759,-3.0823,9.0084,-7.8954,-7.0101
3.1,0,0,0.4836,-0.9672,-3.0733,9.0442,-7.9024,-6.9165
3.105,0,0,0.4792,-0.9584,-3.0642,9.0799,-7.9094,-6.8237
3.10733,0,1,0.4792,-0.9584,-3.0642,9.0799,-7.9094,-6.8237
3.11,0,1,0.4748,-0.9496,-3.0551,9.1152,-7.9162,-6.7317
3.11497,0,0,0.4748,-0.9496,-3.0551,9.1152,-7.9162,-6.7317
3.115,0,0,0.4703,-0.9407,-3.046,9.1503,-7.9229,-6.6405
3.12,0,0,0.4659,-0.9317,-3.0369,9.185,-7.9296,-6.5501
3.12262,0,1,0.4659,-0.9317,-3.0369,9.185,-7.9296,-6.5501
3.125,0,1,0.4614,-0.9228,-3.0277,9.2194,-7.9361,-6.4606
3.13,0,1,0.4569,-0.9138,-3.0185,9.2534,-7.9426,-6.3719
3.13026,0,0,0.4569,-0.9138,-3.0185,9.2534,-7.9426,-6.3719
3.135,0,0,0.4524,-0.9047,-3.0092,9.287,-7.9489,-6.2841
3.1379,0,1,0.4524,-0.9047,-3.0092,9.287,-7.9489,-6.2841
3.14,0,1,0.4478,-0.8957,-2.9999,9.3202,-7.9552,-6.1971
3.145,0,1,0.4433,-0.8866,-2.9906,9.3529,-7.9614,-6.1109
3.14555,0,0,0.4433,-0.8866,-2.9906,9.3529,-7.9614,-6.1109
3.15,0,0,0.4388,-0.8776,-2.9813,9.3852,-7.9675,-6.0256
3.15319,0,1,0.4388,-0.8776,-2.9813,9.3852,-7.9675,-6.0256
3.155,0,1,0.4342,-0.8685,-2.9719,9.417,-7.9736,-5.9412
3.16,0,1,0.4297,-0.8594,-2.9625,9.4483,-7.9795,-5.8576
3.16084,0,0,0.4297,-0.8594,-2.9625,9.4483,-7.9795,-5.8576
3.165,0,0,0.4252,-0.8503,-2.953,9.4791,-7.9854,-5.7748
3.16848,0,1,0.4252,-0.8503,-2.953,9.4791,-7.9854,-5.7748
3.17,0,1,0.4206,-0.8413,-2.9435,9.5094,-7.9911,-5.693
3.175,0,1,0.4161,-0.8322,-2.934,9.5391,-7.9968,-5.612
3.17612,0,0,0.4161,-0.8322,-2.934,9.5391,-7.9968,-5.612
3.18,0,0,0.4116,-0.8232,-2.9245,9.5682,-8.0024,-5.5319
3.18377,0,1,0.4116,-0.8232,-2.9245,9.5682,-8.0024,-5.5319
3.185,0,1,0.4071,-0.8142,-2.9149,9.5968,-8.008,-5.4526
3.19,0,1,0.4026,-0.8052,-2.9053,9.6247,-8.0134,-5.3742
3.19141,0,0,0.4026,-0.8052,-2.9053,9.6247,-8.0134,-5.3742
3.195,0,0,0.3981,-0.7963,-2.8957,9.6521,-8.0188,-5.2967
3.19906,0,1,0.3981,-0.7963,-2.8957,9.6521,-8.0188,-5.2967
3.2,0,1,0.3937,-0.7874,-2.886,9.6789,-8.0241,-5.22
3.205,0,1,0.3893,-0.7785,-2.8764,9.705,-8.0293,-5.1442
3.20627,0,0,0.3893,-0.7785,-2.8764,9.705,-8.0293,-5.1442
3.21,0,0,0.3848,-0.7697,-2.8667,9.7305,-8.0345,-5.0693
3.21349,0,1,0.3848,-0.7697,-2.8667,9.7305,-8.0345,-5.0693
3.215,0,1,0.3804,-0.7609,-2.8569,9.7553,-8.0395,-4.9952
3.22,0,1,0.3761,-0.7522,-2.8472,9.7795,-8.0445,-4.922
3.2207,0,0,0.3761,-0.7522,-2.8472,9.7795,-8.0445,-4.922
3.225,0,0,0.3717,-0.7435,-2.8374,9.803,-8.0494,-4.8496
3.22792,0,1,0.3717,-0.7435,-2.8374,9.803,-8.0494,-4.8496
3.23,0,1,0.3674,-0.7349,-2.8276,9.8258,-8.0543,-4.7781
3.235,0,1,0.3631,-0.7263,-2.8178,9.8479,-8.0591,-4.7075
3.23513,0,0,0.3631,-0.7263,-2.8178,9.8479,-8.0591,-4.7075
3.24,0,0,0.3589,-0.7178,-2.8079,9.8693,-8.0638,-4.6377
3.24235,0,1,0.3589,-0.7178,-2.8079,9.8693,-8.0638,-4.6377
3.245,0,1,0.3547,-0.7093,-2.798,9.8901,-8.0684,-4.5687
3.24956,0,0,0.3547,-0.7093,-2.798,9.8901,-8.0684,-4.5687
3.25,0,0,0.3505,-0.701,-2.7882,9.9101,-8.073,-4.5006
3.255,0,0,0.3463,-0.6927,-2.7782,9.9295,-8.0775,-4.4333
3.25678,0,1,0.3463,-0.6927,-2.7782,9.9295,-8.0775,-4.4333
3.26,0,1,0.3422,-0.6844,-2.7683,9.9481,-8.0819,-4.3668
3.26399,0,0,0.3422,-0.6844,-2.7683,9.9481,-8.0819,-4.3668
3.265,0,0,0.3381,-0.6762,-2.7584,9.966,-8.0863,-4.3011
3.27,0,0,0.3341,-0.6682,-2.7484,9.9832,-8.0906,-4.2363
3.27121,0,1,0.3341,-0.6682,-2.7484,9.9832,-8.0906,-4.2363
3.275,0,1,0.3301,-0.6601,-2.7384,9.9997,-8.0948,-4.1723
3.27842,0,0,0.3301,-0.6601,-2.7384,9.9997,-8.0948,-4.1723
3.28,0,0,0.3261,-0.6522,-2.7284,10.0154,-8.099,-4.109
3.285,0,0,0.3222,-0.6443,-2.7184,10.0305,-8.1031,-4.0466
3.28564,0,1,0.3222,-0.6443,-2.7184,10.0305,-8.1031,-4.0466
3.29,0,1,0.3183,-0.6366,-2.7084,10.0448,-8.1071,-3.985
3.29285,0,0,0.3183,-0.6366,-2.7084,10.0448,-8.1071,-3.985
3.295,0,0,0.3144,-0.6289,-2.6983,10.0583,-8.1111,-3.9241
3.3,0,0,0.3106,-0.6212,-2.6883,10.0712,-8.1151,-3.864
3.30007,0,1,0.3106,-0.6212,-2.6883,10.0712,-8.1151,-3.864
3.305,0,1,0.3068,-0.6137,-2.6782,10.0833,-8.1189,-3.8047
3.30728,0,0,0.3068,-0.6137,-2.6782,10.0833,-8.1189,-3.8047
3.31,0,0,0.3031,-0.6062,-2.6681,10.0947,-8.1227,-3.7462
3.3145,0,1,0.3031,-0.6062,-2.6681,10.0947,-8.1227,-3.7462
3.315,0,1,0.2994,-0.5989,-2.658,10.1054,-8.1265,-3.6884
3.32,0,1,0.2958,-0.5916,-2.6479,10.1154,-8.1302,-3.6313
3.32171,0,0,0.2958,-0.5916,-2.6479,10.1154,-8.1302,-3.6313
3.325,0,0,0.2922,-0.5844,-2.6378,10.1246,-8.1338,-3.575
3.32893,0,1,0.2922,-0.5844,-2.6378,10.1246,-8.1338,-3.575
3.33,0,1,0.2886,-0.5773,-2.6277,10.1331,-8.1374,-3.5195
3.335,0,1,0.2851,-0.5703,-2.6175,10.1409,-8.1409,-3.4646
3.33574,0,0,0.2851,-0.5703,-2.6175,10.1409,-8.1409,-3.4646
3.34,0,0,0.2817,-0.5633,-2.6074,10.148,-8.1444,-3.4105
3.34255,0,1,0.2817,-0.5633,-2.6074,10.148,-8.1444,-3.4105
3.345,0,1,0.2782,-0.5565,-2.5973,10.1544,-8.1478,-3.3571
3.34936,0,0,0.2782,-0.5565,-2.5973,10.1544,-8.1478,-3.3571
3.35,0,0,0.2749,-0.5497,-2.5871,10.1601,-8.1511,-3.3043
3.355,0,0,0.2715,-0.5431,-2.5769,10.1651,-8.1544,-3.2523
3.35617,0,1,0.2715,-0.5431,-2.5769,10.1651,-8.1544,-3.2523
3.36,0,1,0.2682,-0.5365,-2.5668,10.1694,-8.1577,-3.201
3.36298,0,0,0.2682,-0.5365,-2.5668,10.1694,-8.1577,-3.201
3.365,0,0,0.265,-0.53,-2.5566,10.173,-8.1609,-3.1503
3.36979,0,1,0.265,-0.53,-2.5566,10.173,-8.1609,-3.1503
3.37,0,1,0.2618,-0.5236,-2.5464,10.176,-8.164,-3.1003
3.375,0,1,0.2586,-0.5172,-2.5363,10.1782,-8.1671,-3.051
3.3766,0,0,0.2586,-0.5172,-2.5363,10.1782,-8.1671,-3.051
3.38,0,0,0.2555,-0.511,-2.5261,10.1798,-8.1702,-3.0023
3.38341,0,1,0.2555,-0.511,-2.5261,10.1798,-8.1702,-3.0023
3.385,0,1,0.2524,-0.5049,-2.5159,10.1807,-8.1732,-2.9542
3.39,0,1,0.2494,-0.4988,-2.5057,10.1809,-8.1761,-2.9068
3.39022,0,0,0.2494,-0.4988,-2.5057,10.1809,-8.1761,-2.9068
3.395,0,0,0.2464,-0.4928,-2.4955,10.1805,-8.179,-2.86
3.39703,0,1,0.2464,-0.4928,-2.4955,10.1805,-8.179,-2.86
3.4,0,1,0.2435,-0.4869,-2.4854,10.1795,-8.1819,-2.8139
3.40384,0,0,0.2435,-0.4869,-2.4854,10.1795,-8.1819,-2.8139
3.405,0,0,0.2405,-0.4811,-2.4752,10.1778,-8.1847,-2.7683
3.41,0,0,0.2377,-0.4754,-2.465,10.1754,-8.1875,-2.7234
3.41065,0,1,0.2377,-0.4754,-2.465,10.1754,-8.1875,-2.7234
3.415,0,1,0.2349,-0.4697,-2.4548,10.1725,-8.1902,-2.679
3.41746,0,0,0.2349,-0.4697,-2.4548,10.1725,-8.1902,-2.679
3.42,0,0,0.2321,-0.4641,-2.4446,10.1689,-8.1929,-2.6353
3.42427,0,1,0.2321,-0.4641,-2.4446,10.1689,-8.1929,-2.6353
3.425,0,1,0.2293,-0.4586,-2.4345,10.1647,-8.1955,-2.5921
3.43,0,1,0.2266,-0.4532,-2.4243,10.1599,-8.1981,-2.5494
3.43108,0,0,0.2266,-0.4532,-2.4243,10.1599,-8.1981,-2.5494
3.435,0,0,0.224,-0.4479,-2.4142,10.1544,-8.2007,-2.5074
3.43789,0,1,0.224,-0.4479,-2.4142,10.1544,-8.2007,-2.5074
3.44,0,1,0.2213,-0.4426,-2.404,10.1484,-8.2032,-2.4659
3.4447,0,0,0.2213,-0.4426,-2.404,10.1484,-8.2032,-2.4659
3.445,0,0,0.2187,-0.4375,-2.3939,10.1418,-8.2056,-2.4249
3.45,0,0,0.2162,-0.4324,-2.3837,10.1347,-8.2081,-2.3845
3.45151,0,1,0.2162,-0.4324,-2.3837,10.1347,-8.2081,-2.3845
3.455,0,1,0.2137,-0.4273,-2.3736,10.1269,-8.2104,-2.3446
3.45832,0,0,0.2137,-0.4273,-2.3736,10.1269,-8.2104,-2.3446
3.46,0,0,0.2112,-0.4224,-2.3634,10.1186,-8.2128,-2.3052
3.465,0,0,0.2088,-0.4175,-2.3533,10.1097,-8.2151,-2.2664
3.465,0,1,0.2088,-0.4175,-2.3533,10.1097,-8.2151,-2.2664
3.47,0,1,0.2064,-0.4127,-2.3432,10.1003,-8.2174,-2.228
3.47143,0,0,0.2064,-0.4127,-2.3432,10.1003,-8.2174,-2.228
3.475,0,0,0.204,-0.408,-2.3331,10.0904,-8.2196,-2.1902
3.47786,0,1,0.204,-0.408,-2.3331,10.0904,-8.2196,-2.1902
3.48,0,1,0.2016,-0.4033,-2.323,10.0799,-8.2218,-2.1528
3.48428,0,0,0.2016,-0.4033,-2.323,10.0799,-8.2218,-2.1528
3.485,0,0,0.1994,-0.3987,-2.3129,10.0689,-8.2239,-2.1159
3.49,0,0,0.1971,-0.3942,-2.3029,10.0573,-8.226,-2.0795
3.49071,0,1,0.1971,-0.3942,-2.3029,10.0573,-8.226,-2.0795
3.495,0,1,0.1949,-0.3897,-2.2928,10.0453,-8.2281,-2.0436
3.49714,0,0,0.1949,-0.3897,-2.2928,10.0453,-8.2281,-2.0436
3.5,0,0,0.1927,-0.3853,-2.2828,10.0328,-8.2302,-2.0082
3.50357,0,1,0.1927,-0.3853,-2.2828,10.0328,-8.2302,-2.0082
3.505,0,1,0.1905,-0.381,-2.2727,10.0197,-8.2322,-1.9732
3.51,0,0,0.1905,-0.381,-2.2727,10.0197,-8.2322,-1.9732
3.51,0,0,0.1883,-0.3767,-2.2627,10.0062,-8.2342,-1.9386
3.515,0,0,0.1862,-0.3725,-2.2527,9.9922,-8.2361,-1.9045
3.51642,0,1,0.1862,-0.3725,-2.2527,9.9922,-8.2361,-1.9045
3.52,0,1,0.1842,-0.3683,-2.2427,9.9777,-8.238,-1.8708
3.52285,0,0,0.1842,-0.3683,-2.2427,9.9777,-8.238,-1.8708
3.525,0,0,0.1821,-0.3642,-2.2327,9.9628,-8.2399,-1.8376
3.52928,0,1,0.1821,-0.3642,-2.2327,9.9628,-8.2399,-1.8376
3.53,0,1,0.1801,-0.3602,-2.2228,9.9474,-8.2417,-1.8048
3.535,0,1,0.1781,-0.3562,-2.2128,9.9316,-8.2435,-1.7724
3.53571,0,0,0.1781,-0.3562,-2.2128,9.9316,-8.2435,-1.7724
3.54,0,0,0.1762,-0.3523,-2.2029,9.9153,-8.2453,-1.7404
3.54213,0,1,0.1762,-0.3523,-2.2029,9.9153,-8.2453,-1.7404
3.545,0,1,0.1742,-0.3485,-2.193,9.8986,-8.247,-1.7088
3.54856,0,0,0.1742,-0.3485,-2.193,9.8986,-8.247,-1.7088
3.55,0,0,0.1723,-0.3447,-2.1831,9.8815,-8.2487,-1.6776
3.55499,0,1,0.1723,-0.3447,-2.1831,9.8815,-8.2487,-1.6776
3.555,0,1,0.1705,-0.3409,-2.1732,9.864,-8.2504,-1.6468
3.56,0,1,0.1686,-0.3372,-2.1633,9.846,-8.2521,-1.6164
3.56142,0,0,0.1686,-0.3372,-2.1633,9.846,-8.2521,-1.6164
3.565,0,0,0.1668,-0.3336,-2.1535,9.8277,-8.2537,-1.5863
3.56785,0,1,0.1668,-0.3336,-2.1535,9.8277,-8.2537,-1.5863
3.57,0,1,0.165,-0.33,-2.1437,9.809,-8.2553,-1.5567
3.57427,0,0,0.165,-0.33,-2.1437,9.809,-8.2553,-1.5567
3.575,0,0,0.1632,-0.3264,-2.1339,9.7899,-8.2568,-1.5274
3.58,0,0,0.1615,-0.3229,-2.1241,9.7704,-8.2583,-1.4984
3.5807,0,1,0.1615,-0.3229,-2.1241,9.7704,-8.2583,-1.4984
3.585,0,1,0.1597,-0.3195,-2.1143,9.7505,-8.2598,-1.4698
3.58713,0,0,0.1597,-0.3195,-2.1143,9.7505,-8.2598,-1.4698
3.59,0,0,0.158,-0.3161,-2.1046,9.7303,-8.2613,-1.4416
3.59356,0,1,0.158,-0.3161,-2.1046,9.7303,-8.2613,-1.4416
3.595,0,1,0.1563,-0.3127,-2.0948,9.7097,-8.2628,-1.4137
3.59999,0,0,0.1563,-0.3127,-2.0948,9.7097,-8.2628,-1.4137
3.6,0,0,0.1547,-0.3094,-2.0851,9.6888,-8.2642,-1.3862
3.605,0,0,0.1531,-0.3061,-2.0754,9.6675,-8.2656,-1.359
3.60605,0,1,0.1531,-0.3061,-2.0754,9.6675,-8.2656,-1.359
3.61,0,1,0.1514,-0.3029,-2.0658,9.6459,-8.2669,-1.3321
3.61212,0,0,0.1514,-0.3029,-2.0658,9.6459,-8.2669,-1.3321
3.615,0,0,0.1498,-0.2997,-2.0561,9.624,-8.2682,-1.3056
3.61819,0,1,0.1498,-0.2997,-2.0561,9.624,-8.2682,-1.3056
3.62,0,1,0.1483,-0.2965,-2.0465,9.6017,-8.2695,-1.2793
3.62425,0,0,0.1483,-0.2965,-2.0465,9.6017,-8.2695,-1.2793
3.625,0,0,0.1467,-0.2934,-2.0369,9.5791,-8.2708,-1.2534
3.63,0,0,0.1452,-0.2904,-2.0273,9.5563,-8.2721,-1.2278
3.63032,0,1,0.1452,-0.2904,-2.0273,9.5563,-8.2721,-1.2278
3.635,0,1,0.1437,-0.2873,-2.0178,9.5331,-8.2733,-1.2025
3.63639,0,0,0.1437,-0.2873,-2.0178,9.5331,-8.2733,-1.2025
3.64,0,0,0.1422,-0.2844,-2.0082,9.5097,-8.2745,-1.1775
3.64246,0,1,0.1422,-0.2844,-2.0082,9.5097,-8.2745,-1.1775
3.645,0,1,0.1407,-0.2814,-1.9987,9.4859,-8.2757,-1.1528
3.64852,0,0,0.1407,-0.2814,-1.9987,9.4859,-8.2757,-1.1528
3.65,0,0,0.1392,-0.2785,-1.9892,9.4619,-8.2768,-1.1284
3.65459,0,1,0.1392,-0.2785,-1.9892,9.4619,-8.2768,-1.1284
3.655,0,1,0.1378,-0.2756,-1.9798,9.4376,-8.278,-1.1043
3.66,0,1,0.1364,-0.2728,-1.9703,9.413,-8.2791,-1.0804
3.66066,0,0,0.1364,-0.2728,-1.9703,9.413,-8.2791,-1.0804
3.665,0,0,0.135,-0.27,-1.9609,9.3882,-8.2802,-1.0569
3.66672,0,1,0.135,-0.27,-1.9609,9.3882,-8.2802,-1.0569
3.67,0,1,0.1336,-0.2672,-1.9515,9.3631,-8.2812,-1.0336
3.67279,0,0,0.1336,-0.2672,-1.9515,9.3631,-8.2812,-1.0336
3.675,0,0,0.1322,-0.2644,-1.9422,9.3378,-8.2822,-1.0106
3.67886,0,1,0.1322,-0.2644,-1.9422,9.3378,-8.2822,-1.0106
3.68,0,1,0.1309,-0.2617,-1.9328,9.3123,-8.2833,-0.9878
3.68493,0,0,0.1309,-0.2617,-1.9328,9.3123,-8.2833,-0.9878
3.685,0,0,0.1295,-0.259,-1.9235,9.2865,-8.2842,-0.9653
3.69,0,0,0.1282,-0.2564,-1.9142,9.2605,-8.2852,-0.9431
3.69099,0,1,0.1282,-0.2564,-1.9142,9.2605,-8.2852,-0.9431
3.695,0,1,0.1269,-0.2538,-1.905,9.2342,-8.2862,-0.9211
3.69706,0,0,0.1269,-0.2538,-1.905,9.2342,-8.2862,-0.9211
3.7,0,0,0.1256,-0.2512,-1.8957,9.2077,-8.2871,-0.8994
3.70313,0,1,0.1256,-0.2512,-1.8957,9.2077,-8.2871,-0.8994
3.705,0,1,0.1243,-0.2486,-1.8865,9.1811,-8.288,-0.8779
3.70919,0,0,0.1243,-0.2486,-1.8865,9.1811,-8.288,-0.8779
3.71,0,0,0.123,-0.2461,-1.8773,9.1542,-8.2889,-0.8567
3.715,0,0,0.1218,-0.2436,-1.8682,9.1271,-8.2897,-0.8357
3.71526,0,1,0.1218,-0.2436,-1.8682,9.1271,-8.2897,-0.8357
3.72,0,1,0.1206,-0.2411,-1.8591,9.0998,-8.2905,-0.815
3.72133,0,0,0.1206,-0.2411,-1.8591,9.0998,-8.2905,-0.815
3.725,0,0,0.1193,-0.2387,-1.85,9.0724,-8.2914,-0.7944
3.7274,0,1,0.1193,-0.2387,-1.85,9.0724,-8.2914,-0.7944
3.73,0,1,0.1181,-0.2362,-1.8409,9.0447,-8.2922,-0.7742
3.73346,0,0,0.1181,-0.2362,-1.8409,9.0447,-8.2922,-0.7742
3.735,0,0,0.1169,-0.2338,-1.8318,9.0169,-8.2929,-0.7541
3.73919,0,1,0.1169,-0.2338,-1.8318,9.0169,-8.2929,-0.7541
3.74,0,1,0.1157,-0.2315,-1.8228,8.9889,-8.2937,-0.7343
3.74492,0,0,0.1157,-0.2315,-1.8228,8.9889,-8.2937,-0.7343
3.745,0,0,0.1146,-0.2291,-1.8138,8.9607,-8.2944,-0.7146
3.75,0,0,0.1134,-0.2268,-1.8049,8.9324,-8.2951,-0.6952
3.75064,0,1,0.1134,-0.2268,-1.8049,8.9324,-8.2951,-0.6952
3.755,0,1,0.1123,-0.2245,-1.7959,8.9039,-8.2958,-0.6761
3.75637,0,0,0.1123,-0.2245,-1.7959,8.9039,-8.2958,-0.6761
3.76,0,0,0.1111,-0.2222,-1.787,8.8753,-8.2965,-0.6571
3.7621,0,1,0.1111,-0.2222,-1.787,8.8753,-8.2965,-0.6571
3.765,0,1,0.11,-0.22,-1.7782,8.8465,-8.2972,-0.6383
3.76782,0,0,0.11,-0.22,-1.7782,8.8465,-8.2972,-0.6383
3.77,0,0,0.1089,-0.2178,-1.7693,8.8176,-8.2978,-0.6198
3.77355,0,1,0.1089,-0.2178,-1.7693,8.8176,-8.2978,-0.6198
3.775,0,1,0.1078,-0.2155,-1.7605,8.7885,-8.2984,-0.6014
3.77928,0,0,0.1078,-0.2155,-1.7605,8.7885,-8.2984,-0.6014
3.78,0,0,0.1067,-0.2134,-1.7517,8.7593,-8.299,-0.5832
3.785,0,0,0.1056,-0.2112,-1.743,8.73,-8.2996,-0.5653
3.785,0,1,0.1056,-0.2112,-1.743,8.73,-8.2996,-0.5653
3.79,0,1,0.1045,-0.2091,-1.7342,8.7006,-8.3002,-0.5475
3.79073,0,0,0.1045,-0.2091,-1.7342,8.7006,-8.3002,-0.5475
3.795,0,0,0.1035,-0.2069,-1.7255,8.671,-8.3007,-0.5299
3.79645,0,1,0.1035,-0.2069,-1.7255,8.671,-8.3007,-0.5299
3.8,0,1,0.1024,-0.2048,-1.7168,8.6413,-8.3012,-0.5126
3.80218,0,0,0.1024,-0.2048,-1.7168,8.6413,-8.3012,-0.5126
3.805,0,0,0.1014,-0.2028,-1.7082,8.6115,-8.3018,-0.4954
3.80791,0,1,0.1014,-0.2028,-1.7082,8.6115,-8.3018,-0.4954
3.81,0,1,0.1004,-0.2007,-1.6996,8.5816,-8.3023,-0.4783
3.81363,0,0,0.1004,-0.2007,-1.6996,8.5816,-8.3023,-0.4783
3.815,0,0,0.0993,-0.1987,-1.691,8.5516,-8.3027,-0.4615
3.81936,0,1,0.0993,-0.1987,-1.691,8.5516,-8.3027,-0.4615
3.82,0,1,0.0983,-0.1966,-1.6825,8.5215,-8.3032,-0.4449
3.825,0,1,0.0973,-0.1946,-1.6739,8.4913,-8.3036,-0.4284
3.82509,0,0,0.0973,-0.1946,-1.6739,8.4913,-8.3036,-0.4284
3.83,0,0,0.0963,-0.1927,-1.6655,8.461,-8.3041,-0.4121
3.83081,0,1,0.0963,-0.1927,-1.6655,8.461,-8.3041,-0.4121
3.835,0,1,0.0954,-0.1907,-1.657,8.4306,-8.3045,-0.396
